EIN2,CENSUS_REGION,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,CONGRESS_DISTRICT_NAME,SUBSECTOR,EXPENSE_CATEGORY,GOVERNMENT_GRANT_DOLLAR_AMOUNT,PROFIT_MARGIN,PROFIT_MARGIN_NOGOVTGRANT,AT_RISK_NUM
EIN-45-3809815,Mid-Atlantic,Onondaga County,New York,22nd Congressional district,"Public, societal benefit",$100K to $499K,40613,0.453683743405158,0.37358315664908,0
EIN-46-2805875,Mid-Atlantic,New York County,New York,12th Congressional district,Unclassified,$500K to $999K,147874,0.496249844100138,0.375708478262464,0
EIN-36-4697281,Mountain,Maricopa County,Arizona,9th Congressional district,"Arts, culture, and humanities",$100K to $499K,53026,-0.0259705372616984,-0.255719237435009,1
EIN-86-0779656,Mountain,Pima County,Arizona,6th Congressional district,Unclassified,$10M or more,14300,-0.130985863298872,-0.13195820560008,1
EIN-38-3341278,East North Central,Clinton County,Michigan,7th Congressional district,Human services,Less than $100K,1375,0.0509637714816535,0.0349976776590804,0
EIN-63-0972435,East South Central,Jefferson County,Alabama,6th Congressional district,"Public, societal benefit",$500K to $999K,262217,0.278794811903604,0.0697586913369632,0
EIN-41-1810369,West North Central,St. Louis County,Minnesota,8th Congressional district,Health,$5M to $9.9M,960929,0.0313342876185873,-0.0857096676436885,1
EIN-20-0125761,East North Central,Champaign County,Illinois,13th Congressional district,Environment and animals,Less than $100K,31080,0.206618316907824,-0.161092247080676,1
EIN-20-5797920,Pacific,Marion County,Oregon,6th Congressional district,"Public, societal benefit",$1M to $4.9M,365405,0.133285758013759,0.0245888448270169,0
EIN-59-1888022,South Atlantic,Leon County,Florida,2nd Congressional district,Environment and animals,$100K to $499K,71250,0.366763645355747,0.186978781601132,0
EIN-47-1919574,New England,Suffolk County,Massachusetts,8th Congressional district,Education,$1M to $4.9M,473470,0.267704808317701,0.108310699170088,0
EIN-56-2444917,East South Central,Shelby County,Tennessee,9th Congressional district,Human services,$10M or more,370520,0.189783641736228,0.183758530885051,0
EIN-31-0894179,East North Central,Lake County,Indiana,1st Congressional district,"Public, societal benefit",$100K to $499K,100063,0.803856246996932,0.680575849791171,0
EIN-38-3369210,East North Central,Eaton County,Michigan,7th Congressional district,Unclassified,$500K to $999K,938812,1.0651759883768e-06,-0.999998934824012,1
EIN-80-0341856,East North Central,Berrien County,Michigan,4th Congressional district,"Public, societal benefit",$100K to $499K,21800,0.232768812094632,0.131702047761,0
EIN-54-1608930,South Atlantic,Richmond city,Virginia,4th Congressional district,Education,$100K to $499K,36538,0.265112470605034,0.183591919786884,0
EIN-46-0878707,Pacific,Multnomah County,Oregon,3rd Congressional district,Education,$1M to $4.9M,591478,0.15025224074519,-0.0951945824572237,1
EIN-88-2090241,West South Central,Oklahoma County,Oklahoma,5th Congressional district,Education,$1M to $4.9M,4504072,0.056179221938491,-0.938503155040545,1
EIN-36-4034749,East North Central,Cook County,Illinois,7th Congressional district,Human services,$500K to $999K,315750,-0.411520029455928,-1.01703496165552,1
EIN-81-0584178,East North Central,Wayne County,Michigan,13th Congressional district,Health,$5M to $9.9M,951619,0.0304774287229913,-0.0833455833761437,1
EIN-36-4444200,East North Central,Cook County,Illinois,7th Congressional district,Health,$10M or more,12171149,0.0298961651530405,-0.505213285394632,1
EIN-22-2838239,Mid-Atlantic,Salem County,New Jersey,2nd Congressional district,Unclassified,$1M to $4.9M,1921346,0.0355207367133316,-0.905423485773781,1
EIN-03-0301526,New England,Rutland County,Vermont,Congressional district (at large),Human services,$1M to $4.9M,2905765,0.188713891558421,-0.53193961000713,1
EIN-27-1981498,Mid-Atlantic,Allegheny County,Pennsylvania,12th Congressional district,Human services,$500K to $999K,227500,-0.179873464920194,-0.521921120051961,1
EIN-11-3377741,Mid-Atlantic,Suffolk County,New York,1st Congressional district,"Arts, culture, and humanities",$100K to $499K,56000,-0.126688796391033,-0.289464352153288,1
EIN-26-0564837,Pacific,Los Angeles County,California,28th Congressional district,Education,$10M or more,13062481,0.0780687068559181,-0.921931293144082,1
EIN-45-2883896,Pacific,Madera County,California,13th Congressional district,"Public, societal benefit",$500K to $999K,15000,0.0772281389494268,0.0543836323679245,0
EIN-20-2024216,South Atlantic,Richland County,South Carolina,6th Congressional district,Human services,$100K to $499K,75127,-0.273578874465025,-0.940651027330362,1
EIN-65-0370064,South Atlantic,Broward County,Florida,20th Congressional district,Education,$100K to $499K,234158,0.363502421441932,-0.636497578558068,1
EIN-06-1474437,New England,South Central Connecticut Planning Region,Connecticut,3rd Congressional district,Human services,$100K to $499K,64356,-0.506322400221796,-1.28207909931412,1
EIN-26-2414132,West South Central,Smith County,Texas,1st Congressional district,"International, foreign affairs",$10M or more,2884300,0.328400963076578,0.314839888126374,0
EIN-59-1845772,South Atlantic,Bradford County,Florida,3rd Congressional district,"Public, societal benefit",Less than $100K,15000,-0.196032244556114,-0.457757537688442,1
EIN-01-6023748,New England,Penobscot County,Maine,2nd Congressional district,Human services,$10M or more,57232912,0.0230107357454486,-0.575240358902707,1
EIN-91-1577113,Pacific,Kittitas County,Washington,8th Congressional district,Human services,$500K to $999K,480133,0.241132997965182,-0.324250838420378,1
EIN-38-3269789,East North Central,Oakland County,Michigan,11th Congressional district,"Public, societal benefit",$100K to $499K,261093,0.117542336228949,-0.757824365417562,1
EIN-56-6063472,South Atlantic,Davidson County,North Carolina,6th Congressional district,Health,$100K to $499K,205000,0.6024482385348,-0.0370636111518388,1
EIN-47-4298561,Mid-Atlantic,Dauphin County,Pennsylvania,10th Congressional district,Human services,$500K to $999K,115000,0.0133056004824694,-0.183725568135091,1
EIN-13-2637308,Mid-Atlantic,New York County,New York,10th Congressional district,Health,$10M or more,106323139,0.0907931214320215,-0.760315231556796,1
EIN-46-3872376,East North Central,Cook County,Illinois,7th Congressional district,Unclassified,$500K to $999K,31324,0.00751293252247131,-0.0331391832719477,1
EIN-16-1448764,Mid-Atlantic,Niagara County,New York,26th Congressional district,Environment and animals,$1M to $4.9M,658866,0.316328065283791,0.214381558628842,0
EIN-82-1200543,Pacific,Multnomah County,Oregon,1st Congressional district,"Public, societal benefit",$100K to $499K,149514,0.0749333316114702,-0.407771629291475,1
EIN-26-0629356,Pacific,Union County,Oregon,2nd Congressional district,"Arts, culture, and humanities",$100K to $499K,198161,0.328418572424829,-0.118809624295003,1
EIN-39-1824892,East North Central,Milwaukee County,Wisconsin,4th Congressional district,Human services,$1M to $4.9M,1193231,-0.00851270845652491,-0.985771475465152,1
EIN-02-0490043,New England,Rockingham County,New Hampshire,1st Congressional district,Human services,$100K to $499K,2153,-0.628551273007119,-0.648276241170489,1
EIN-05-0377244,New England,Providence County,Rhode Island,2nd Congressional district,"Arts, culture, and humanities",$10M or more,1e+07,0.264032700386453,-0.0344853752860288,1
EIN-20-5700353,Mid-Atlantic,Westmoreland County,Pennsylvania,14th Congressional district,"Public, societal benefit",$100K to $499K,41050,0.033166708223998,-0.12930266798067,1
EIN-46-2312083,West South Central,Midland County,Texas,11th Congressional district,Environment and animals,$100K to $499K,539792,0.144517969236495,-0.821390226968528,1
EIN-11-6075952,Mountain,El Paso County,Colorado,5th Congressional district,Human services,$10M or more,264667,0.0133736481689952,-0.00950830350109846,1
EIN-31-0963263,East North Central,Knox County,Ohio,12th Congressional district,Health,$1M to $4.9M,1091962,0.123422063411206,-0.384102765269964,1
EIN-13-4140165,Mid-Atlantic,Westchester County,New York,17th Congressional district,Education,$1M to $4.9M,105430,0.127604108006305,0.0696804059878483,0
EIN-41-1649587,West North Central,Hennepin County,Minnesota,5th Congressional district,"Arts, culture, and humanities",$100K to $499K,64583,0.21694995162629,0.0583652141457498,0
EIN-58-2334210,South Atlantic,Coweta County,Georgia,3rd Congressional district,Unclassified,$500K to $999K,509471,0.325688430107527,-0.0249152688172043,1
EIN-80-0345712,West North Central,Ramsey County,Minnesota,4th Congressional district,Education,$500K to $999K,458300,0.603391035086113,0.418536222548576,0
EIN-36-3501479,West North Central,Steele County,Minnesota,1st Congressional district,Human services,$500K to $999K,195596,0.241667873282478,0.0926094146516183,0
EIN-95-2881628,Pacific,Los Angeles County,California,30th Congressional district,Unclassified,$100K to $499K,5000,-0.0962030803085548,-0.108110875865994,1
EIN-25-1701562,Mid-Atlantic,Allegheny County,Pennsylvania,12th Congressional district,Unclassified,$100K to $499K,152289,0.0462531071432108,-0.707824554106381,1
EIN-84-0817696,Mountain,Mesa County,Colorado,3rd Congressional district,Human services,$500K to $999K,49821,0.261608262285139,0.2068637006449,0
EIN-82-0352041,Mountain,Bannock County,Idaho,2nd Congressional district,Human services,$1M to $4.9M,482704,0.154420297271786,-0.0651577905905633,1
EIN-56-1763865,South Atlantic,Watauga County,North Carolina,5th Congressional district,Human services,$100K to $499K,12000,0.244221574673947,0.219972194043544,0
EIN-04-3014833,New England,Middlesex County,Massachusetts,5th Congressional district,Education,$100K to $499K,1872,-0.0499795755912605,-0.054881433688753,1
EIN-81-0899351,Pacific,Multnomah County,Oregon,3rd Congressional district,"Arts, culture, and humanities",$500K to $999K,19825,0.27818475660451,0.257161248451737,0
EIN-22-1775304,Mid-Atlantic,Sussex County,New Jersey,5th Congressional district,Human services,$10M or more,3621044,0.131678648839775,-0.0255146705470357,1
EIN-27-3744004,Pacific,San Mateo County,California,15th Congressional district,Education,$1M to $4.9M,131870,-0.360583475069101,-0.461888058703959,1
EIN-81-3064292,South Atlantic,Duval County,Florida,4th Congressional district,Health,$500K to $999K,672602,-0.0109024356157133,-1.01090243561571,1
EIN-23-7365930,East North Central,St. Joseph County,Indiana,2nd Congressional district,"Public, societal benefit",$10M or more,25097,0.578397186505022,0.577548537853815,0
EIN-95-3375418,Pacific,San Bernardino County,California,23rd Congressional district,Human services,Less than $100K,4100,0.098029942877055,0.0470050900401976,0
EIN-22-2456189,Mid-Atlantic,Middlesex County,New Jersey,6th Congressional district,"Arts, culture, and humanities",$500K to $999K,201875,-0.779546831032429,-1.28270096879759,1
EIN-36-4059122,East North Central,Lake County,Illinois,5th Congressional district,Education,$100K to $499K,68945,0.0327069244119935,-0.196527486850068,1
EIN-02-0355374,New England,Rockingham County,New Hampshire,1st Congressional district,"Public, societal benefit",$1M to $4.9M,1694948,0.627831965537021,0.406369431744982,0
EIN-16-1078686,Mid-Atlantic,Broome County,New York,19th Congressional district,Unclassified,$1M to $4.9M,762032,0.0356843102748071,-0.589518851709186,1
EIN-46-1461331,South Atlantic,Watauga County,North Carolina,5th Congressional district,"Arts, culture, and humanities",$500K to $999K,189011,0.451434555681694,0.341283920341832,0
EIN-80-0687948,New England,Norfolk County,Massachusetts,8th Congressional district,Health,$10M or more,1319464,0.0536935414773445,-0.0255306348344308,1
EIN-22-1997720,Mid-Atlantic,Bergen County,New Jersey,9th Congressional district,Unclassified,$5M to $9.9M,2641289,0.0395529362253405,-0.323232982243703,1
EIN-15-0532073,Mid-Atlantic,Onondaga County,New York,22nd Congressional district,Unclassified,$10M or more,2764166,-0.085179266424121,-0.379686785983349,1
EIN-52-1094078,South Atlantic,Baltimore County,Maryland,7th Congressional district,Human services,$10M or more,2256972,-0.111981221287446,-0.175947493383787,1
EIN-27-0795179,South Atlantic,Fulton County,Georgia,7th Congressional district,Human services,$100K to $499K,30000,-0.0962026287224503,-0.184691939213743,1
EIN-26-0354733,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),"Public, societal benefit",Less than $100K,30926,0.431070712994185,-0.324585837853687,1
EIN-47-0706142,West North Central,Burleigh County,North Dakota,Congressional district (at large),Unclassified,$500K to $999K,663491,0.00320150463289661,-0.982492003666503,1
EIN-54-1258925,South Atlantic,Pittsylvania County,Virginia,5th Congressional district,Health,$500K to $999K,269035,0.192866086928781,-0.164753407577357,1
EIN-52-1010577,South Atlantic,Howard County,Maryland,3rd Congressional district,Unclassified,$10M or more,120594,-0.13610544218526,-0.146020430496338,1
EIN-58-1876520,South Atlantic,Lee County,North Carolina,13th Congressional district,Human services,$1M to $4.9M,200026,0.0770510927708148,0.0182583563746409,0
EIN-54-2116256,West North Central,Hennepin County,Minnesota,3rd Congressional district,Education,$5M to $9.9M,5612959,0.066908578389564,-0.900214343435388,1
EIN-93-1320949,Pacific,Polk County,Oregon,6th Congressional district,Education,$1M to $4.9M,2783247,0.0841610645587207,-0.773644737799158,1
EIN-13-4210412,South Atlantic,Charleston County,South Carolina,1st Congressional district,Religion-related,$100K to $499K,40014,0.168701931099346,-0.0336311645757801,1
EIN-23-2193572,Mid-Atlantic,Montour County,Pennsylvania,9th Congressional district,Hospitals,$10M or more,642258,0.0782883055364184,0.069076212329355,0
EIN-58-1978433,South Atlantic,Bibb County,Georgia,2nd Congressional district,Unclassified,$100K to $499K,214072,-0.0416843886274088,-0.541962487088286,1
EIN-13-2726813,Mid-Atlantic,Kings County,New York,10th Congressional district,Unclassified,$1M to $4.9M,171718,-0.0222204353530068,-0.09605836239743,1
EIN-34-1305784,East North Central,Lake County,Ohio,14th Congressional district,"Arts, culture, and humanities",$500K to $999K,17458,-0.135466791043551,-0.164138071479483,1
EIN-63-0796873,East South Central,Montgomery County,Alabama,2nd Congressional district,Unclassified,$500K to $999K,19900,0.157879550678062,0.133130030744127,0
EIN-56-0928836,South Atlantic,Craven County,North Carolina,3rd Congressional district,Human services,$5M to $9.9M,5831748,-0.0311030487703133,-1.02405841390661,1
EIN-51-0294138,South Atlantic,New Castle County,Delaware,Congressional district (at large),Human services,$5M to $9.9M,2164078,-0.0552577093164163,-0.3622978258399,1
EIN-82-4269744,East North Central,Emmet County,Michigan,1st Congressional district,Health,$5M to $9.9M,57491,0,-0.00969459439224095,1
EIN-33-0475452,Pacific,Los Angeles County,California,44th Congressional district,Unclassified,$1M to $4.9M,3114969,0.0529560182098197,-0.641702351425257,1
EIN-20-2233057,New England,Middlesex County,Massachusetts,5th Congressional district,"Arts, culture, and humanities",$100K to $499K,187084,0.223058275501474,-0.221575244795133,1
EIN-41-1270388,West North Central,Lyon County,Minnesota,7th Congressional district,Health,$100K to $499K,55405,0.191555157801667,0.0720744422759669,0
EIN-22-2043677,Mid-Atlantic,Somerset County,New Jersey,7th Congressional district,Human services,$500K to $999K,391630,0.222401120931775,-0.267543645655451,1
EIN-71-0523908,West South Central,Pulaski County,Arkansas,2nd Congressional district,Education,Less than $100K,39719,-0.304426420569417,-1.24914968008943,1
EIN-47-5178092,Mountain,Denver County,Colorado,1st Congressional district,Human services,$500K to $999K,463826,0.0054911549223448,-0.671166768300689,1
EIN-82-1105658,Mountain,Utah County,Utah,4th Congressional district,Human services,Less than $100K,7583,-0.159078073313073,-0.261046714896593,1
EIN-95-6002375,Pacific,Los Angeles County,California,28th Congressional district,Unclassified,$5M to $9.9M,86943,0.0446525956960695,0.0299775273616272,0
EIN-84-1262204,Mountain,Denver County,Colorado,1st Congressional district,Unclassified,$100K to $499K,23670,0.0762525130300905,0.0205303376288296,0
EIN-41-1762123,West North Central,Goodhue County,Minnesota,1st Congressional district,Human services,$500K to $999K,22088,0.0902585174252456,0.0592403584333077,0
EIN-46-1254658,Pacific,Ventura County,California,26th Congressional district,Human services,$100K to $499K,32030,-0.305147660898521,-0.43003750984536,1
EIN-56-2158817,South Atlantic,Wake County,North Carolina,2nd Congressional district,Education,$5M to $9.9M,381513,0.038058584988503,-0.0066284483539158,1
EIN-04-2859066,New England,Suffolk County,Massachusetts,7th Congressional district,Unclassified,$500K to $999K,55001,0.476858253580364,0.444259060484629,0
EIN-75-2133781,West South Central,Lubbock County,Texas,19th Congressional district,Unclassified,$10M or more,95830,0.0565057167002393,0.0487737733255296,0
EIN-81-2864199,East North Central,Kent County,Michigan,3rd Congressional district,Human services,$500K to $999K,62000,0.225055101600393,0.151940083421877,0
EIN-25-0987251,Mid-Atlantic,Allegheny County,Pennsylvania,12th Congressional district,"Arts, culture, and humanities",Less than $100K,7650,0.352334581772784,0.288664169787765,0
EIN-52-1177254,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),"Public, societal benefit",$1M to $4.9M,2805687,0.0938713581790752,-0.637683502301552,1
EIN-58-0969711,South Atlantic,Marion County,Georgia,2nd Congressional district,Unclassified,$500K to $999K,494717,0.0420201969035274,-0.852977252251437,1
EIN-46-5315289,South Atlantic,Forsyth County,North Carolina,10th Congressional district,Human services,$5M to $9.9M,855140,-0.414526351320011,-0.653470096685122,1
EIN-23-2067636,Mid-Atlantic,Dauphin County,Pennsylvania,10th Congressional district,Unclassified,$10M or more,18635651,-0.00326532660913748,-0.9257187819565,1
EIN-47-2424768,Mid-Atlantic,Kings County,New York,8th Congressional district,Health,$5M to $9.9M,1780283,0.146952523293543,-0.150973720890497,1
EIN-23-7058376,New England,Hillsborough County,New Hampshire,2nd Congressional district,Human services,$1M to $4.9M,595585,-0.108837097103057,-0.298879468429549,1
EIN-20-0902286,East North Central,Hamilton County,Ohio,1st Congressional district,Health,$1M to $4.9M,1059068,0.040580620247078,-0.377172799568941,1
EIN-54-1920837,South Atlantic,Prince Edward County,Virginia,5th Congressional district,Health,$500K to $999K,550564,0.0688190506314814,-0.819683242583765,1
EIN-23-0973290,Mid-Atlantic,Bucks County,Pennsylvania,1st Congressional district,Universities,$10M or more,4504034,0.0616339592043,-0.0592299028247394,1
EIN-51-0201839,Mid-Atlantic,New York County,New York,12th Congressional district,"Arts, culture, and humanities",$5M to $9.9M,1813846,-0.0376054826708839,-0.268787733605983,1
EIN-94-2879267,Pacific,Santa Clara County,California,16th Congressional district,Human services,$500K to $999K,71345,0.097061568638771,-0.00100756429236134,1
EIN-38-3569922,Mid-Atlantic,Montgomery County,Pennsylvania,4th Congressional district,"Public, societal benefit",$1M to $4.9M,261798,0.181060028462013,0.114124184580707,0
EIN-23-1913634,Mid-Atlantic,Montgomery County,Pennsylvania,4th Congressional district,Education,$1M to $4.9M,320208,0.173483390568155,0.0283186562850634,0
EIN-71-0428093,West South Central,Logan County,Arkansas,4th Congressional district,Unclassified,$500K to $999K,78371,-0.00744443893106623,-0.115466679898774,1
EIN-23-1705204,Mid-Atlantic,Lehigh County,Pennsylvania,7th Congressional district,Human services,$10M or more,716774,-0.0625583623360561,-0.0834479001478845,1
EIN-05-0445204,New England,Kent County,Rhode Island,2nd Congressional district,Education,$1M to $4.9M,2234744,0.0471478753481092,-0.938671897918248,1
EIN-45-2826015,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),"Public, societal benefit",$1M to $4.9M,3690447,0.0527162556171291,-0.705572438619958,1
EIN-23-3049815,Mid-Atlantic,Philadelphia County,Pennsylvania,2nd Congressional district,Human services,$500K to $999K,627687,0.0715909909045094,-0.869886786339965,1
EIN-71-0401764,West South Central,Garland County,Arkansas,4th Congressional district,"Arts, culture, and humanities",$10M or more,4527831,-0.0251433304158169,-0.43860253244082,1
EIN-25-1423112,Mid-Atlantic,Somerset County,Pennsylvania,14th Congressional district,Human services,$100K to $499K,44814,0.0526431516262025,-0.152643151626202,1
EIN-52-0796820,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),Unclassified,$1M to $4.9M,508208,0.314537775129997,0.108854831085238,0
EIN-46-3246502,Mid-Atlantic,Allegany County,New York,23rd Congressional district,Health,Less than $100K,19700,0.00361922754433819,-0.205468111527399,1
EIN-91-2156197,South Atlantic,Anne Arundel County,Maryland,3rd Congressional district,"Public, societal benefit",$1M to $4.9M,1109449,-0.0122921132436869,-0.83150715175484,1
EIN-31-6057978,East North Central,Clermont County,Ohio,2nd Congressional district,Education,$5M to $9.9M,598830,0.415814771887753,0.352424294358435,0
EIN-93-1057296,Pacific,Lane County,Oregon,4th Congressional district,Unclassified,$5M to $9.9M,5017694,0.240290157112139,-0.326559604080212,1
EIN-38-1958763,West North Central,St. Louis County,Missouri,1st Congressional district,Unclassified,$10M or more,277580,-0.0713183447867558,-0.0948491049105012,1
EIN-56-0529990,South Atlantic,Stanly County,North Carolina,8th Congressional district,Universities,$10M or more,2896175,0.0214942226454397,-0.0426717116004157,1
EIN-26-1160255,West South Central,Orleans Parish,Louisiana,2nd Congressional district,"Arts, culture, and humanities",$500K to $999K,94700,0.102796499896482,0.00120896673571472,0
EIN-27-2966284,East North Central,Cook County,Illinois,4th Congressional district,Human services,$100K to $499K,25000,0.194184165830961,0.151976823103962,0
EIN-20-2798922,Mid-Atlantic,New York County,New York,12th Congressional district,"Public, societal benefit",$500K to $999K,111330,-0.3623011102468,-0.624729509935648,1
EIN-59-1311210,South Atlantic,Holmes County,Florida,2nd Congressional district,Human services,$500K to $999K,60200,0.210217226572367,0.119706154752884,0
EIN-56-1414532,South Atlantic,Vance County,North Carolina,1st Congressional district,"Public, societal benefit",$500K to $999K,400981,0.0575236149939308,-0.631894942075781,1
EIN-58-1387871,South Atlantic,Columbus County,North Carolina,7th Congressional district,Human services,$10M or more,6111302,0.284216392836803,-0.0484931658540248,1
EIN-46-4099034,Mountain,Boulder County,Colorado,2nd Congressional district,Human services,$500K to $999K,37999,-0.0689871732952055,-0.129556572510652,1
EIN-75-2228938,West South Central,Ward County,Texas,23rd Congressional district,Human services,$1M to $4.9M,579243,-0.000856294509681989,-0.576265344012843,1
EIN-62-1282542,East South Central,Washington County,Tennessee,1st Congressional district,"Arts, culture, and humanities",$500K to $999K,251694,0.0560843630801017,-0.256433020104895,1
EIN-31-1107567,East North Central,Jackson County,Indiana,9th Congressional district,Unclassified,$500K to $999K,150767,0.140996617326378,-0.0913475986099446,1
EIN-81-2891619,East North Central,Livingston County,Michigan,7th Congressional district,"Public, societal benefit",Less than $100K,10700,0.510288443170965,0.428531041069723,0
EIN-14-1792216,Mid-Atlantic,Montgomery County,New York,20th Congressional district,Human services,$1M to $4.9M,1899409,0.0735854118587506,-0.793052692478617,1
EIN-20-0645829,Mid-Atlantic,Allegheny County,Pennsylvania,12th Congressional district,Human services,$1M to $4.9M,424311,0.196427056875148,-0.0741589126845603,1
EIN-73-1323751,West South Central,Cherokee County,Oklahoma,2nd Congressional district,Unclassified,$100K to $499K,94111,0.154445976219197,-0.424755668250412,1
EIN-74-2784427,West South Central,Hidalgo County,Texas,15th Congressional district,Hospitals,$1M to $4.9M,448502,0.0581691267359849,-0.168297623952754,1
EIN-56-2057087,South Atlantic,Richland County,South Carolina,6th Congressional district,Environment and animals,Less than $100K,4214,0.683894861944114,0.567424891517647,0
EIN-34-1987583,Mountain,Kane County,Utah,2nd Congressional district,Environment and animals,$500K to $999K,170526,0.01014885524888,-0.218863145567648,1
EIN-62-1616253,East South Central,Davidson County,Tennessee,7th Congressional district,"Public, societal benefit",$100K to $499K,193675,0.0443022947795972,-0.335724587204568,1
EIN-47-3288292,East North Central,Wayne County,Michigan,13th Congressional district,"Public, societal benefit",$100K to $499K,76690,-0.21597936188778,-0.797867900906711,1
EIN-91-0814141,Pacific,Cowlitz County,Washington,3rd Congressional district,Unclassified,$10M or more,13985829,0.0924074738256971,-0.711332335417952,1
EIN-20-2039636,East South Central,Williamson County,Tennessee,7th Congressional district,Human services,$1M to $4.9M,190832,0.119125856816304,0.0456638916456032,0
EIN-45-2644809,South Atlantic,Richmond city,Virginia,4th Congressional district,"Public, societal benefit",$100K to $499K,161250,0.137772863169104,-0.333941808693007,1
EIN-62-1696730,East South Central,Hamilton County,Tennessee,3rd Congressional district,Human services,Less than $100K,19200,0.257459592981017,0.0933528210125046,0
EIN-58-1079202,South Atlantic,Whitfield County,Georgia,14th Congressional district,Human services,$100K to $499K,31254,0.123301970429262,0.0115751994737896,0
EIN-75-3117320,East South Central,Montgomery County,Alabama,2nd Congressional district,Religion-related,Less than $100K,92365,0.0269523081872286,-0.901600450377996,1
EIN-47-5176575,South Atlantic,Howard County,Maryland,3rd Congressional district,Human services,$500K to $999K,467983,-0.0789075794454046,-0.966713651273043,1
EIN-95-6082886,South Atlantic,Polk County,Florida,18th Congressional district,"Public, societal benefit",$1M to $4.9M,150000,0.358871139302442,0.292391443088062,0
EIN-86-0993983,Mountain,Maricopa County,Arizona,4th Congressional district,"Public, societal benefit",$1M to $4.9M,289594,0.428948588781401,0.282816452518435,0
EIN-73-1234341,West South Central,Oklahoma County,Oklahoma,5th Congressional district,"Public, societal benefit",$100K to $499K,382797,0.647990758723069,0.331234572702652,0
EIN-27-0810112,South Atlantic,Wake County,North Carolina,2nd Congressional district,Unclassified,$100K to $499K,10289,0.123163404330396,0.0727385001421248,0
EIN-39-1783607,East North Central,Milwaukee County,Wisconsin,4th Congressional district,"Arts, culture, and humanities",$500K to $999K,307151,0.20826687282698,-0.117912796735984,1
EIN-27-3679094,West South Central,Washington County,Arkansas,3rd Congressional district,"Public, societal benefit",$100K to $499K,2e+05,-0.316225051617343,-1.17651410874054,1
EIN-91-1027785,South Atlantic,Montgomery County,Maryland,8th Congressional district,Unclassified,$5M to $9.9M,412411,0.0488280237083214,-0.0186425973336728,1
EIN-01-0635627,Pacific,Los Angeles County,California,44th Congressional district,Health,$100K to $499K,21594,0.425890364658313,0.371826295957838,0
EIN-82-3190373,New England,Northeastern Connecticut Planning Region,Connecticut,2nd Congressional district,Human services,Less than $100K,15320,0.766971279373368,-0.233028720626632,1
EIN-23-2654513,Mid-Atlantic,Lancaster County,Pennsylvania,11th Congressional district,Human services,$100K to $499K,34594,0.443794806535251,0.372096059822878,0
EIN-76-0098417,West South Central,Gaines County,Texas,19th Congressional district,Unclassified,$100K to $499K,384590,0.138484052636933,-0.75064270323756,1
EIN-47-4377426,South Atlantic,Clay County,North Carolina,11th Congressional district,Human services,$100K to $499K,13500,0.344485406479218,0.280017955378973,0
EIN-47-1812040,West North Central,Lancaster County,Nebraska,1st Congressional district,"Public, societal benefit",$100K to $499K,64740,0.807790062063414,0.755253642005765,0
EIN-91-1717047,Pacific,San Juan County,Washington,2nd Congressional district,Environment and animals,$500K to $999K,60147,0.274308070513666,0.193332328098032,0
EIN-84-2794397,Pacific,Sacramento County,California,6th Congressional district,Health,$100K to $499K,77103,-0.931452135798947,-1.9313094898462,1
EIN-47-5522652,East North Central,Cuyahoga County,Ohio,7th Congressional district,Health,$100K to $499K,378172,-0.165947357787401,-1.08649719700787,1
EIN-54-0831546,South Atlantic,Lynchburg city,Virginia,5th Congressional district,Education,$10M or more,184370,0.156349695406409,0.144806206248598,0
EIN-84-1072451,Mountain,Summit County,Colorado,2nd Congressional district,Unclassified,$100K to $499K,45920,0.321359454550868,0.2359097269777,0
EIN-63-1103036,East South Central,Jefferson County,Alabama,7th Congressional district,Unclassified,$5M to $9.9M,815408,-0.000348334166087295,-0.145337852134903,1
EIN-74-2428161,West South Central,Bexar County,Texas,35th Congressional district,Health,$1M to $4.9M,167100,0.482828932682862,0.420034076825429,0
EIN-13-3084258,Mid-Atlantic,Orange County,New York,18th Congressional district,Health,$100K to $499K,247727,-0.0993565958790558,-1.07720059998421,1
EIN-23-7347442,South Atlantic,Duval County,Florida,4th Congressional district,"Arts, culture, and humanities",$5M to $9.9M,4733656,0.0030635407284663,-0.92498893274836,1
EIN-83-4242180,Pacific,San Diego County,California,50th Congressional district,Religion-related,Less than $100K,60085,0.931047682449863,-0.0689523175501373,1
EIN-52-1112636,South Atlantic,Prince George's County,Maryland,4th Congressional district,Unclassified,$500K to $999K,74200,0.154605484583271,0.0566712114152822,0
EIN-26-1570590,Pacific,Santa Clara County,California,17th Congressional district,Education,$10M or more,21069352,0.0448985980697942,-0.897096420067409,1
EIN-91-1148078,Pacific,King County,Washington,7th Congressional district,Human services,$1M to $4.9M,654159,0.219200905886547,-0.196479395465611,1
EIN-36-3166049,East North Central,Cook County,Illinois,8th Congressional district,Health,$5M to $9.9M,346700,0.056828792885154,0.00620496037630139,0
EIN-94-2796496,Pacific,San Francisco County,California,11th Congressional district,Human services,$1M to $4.9M,281042,-0.0446048732116095,-0.25573130101303,1
