EIN2,CENSUS_REGION,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,CONGRESS_DISTRICT_NAME,SUBSECTOR,EXPENSE_CATEGORY,GOVERNMENT_GRANT_DOLLAR_AMOUNT,PROFIT_MARGIN,PROFIT_MARGIN_NOGOVTGRANT,AT_RISK_NUM
EIN-23-2463434,Mid-Atlantic,Montgomery County,Pennsylvania,4th Congressional district,Health,$100K to $499K,82163,0.167870655577258,-0.180246672965541,1
EIN-86-0984827,Mountain,Pima County,Arizona,6th Congressional district,Human services,$1M to $4.9M,237287,-0.0748591819512812,-0.159634755530721,1
EIN-81-4107324,East North Central,Oakland County,Michigan,11th Congressional district,Religion-related,$5M to $9.9M,114111,0.638571451144078,0.632954468877904,0
EIN-23-2161484,Mid-Atlantic,Schuylkill County,Pennsylvania,9th Congressional district,Human services,$100K to $499K,15000,-0.769724194377296,-0.912480727867979,1
EIN-47-5498537,West North Central,Minnehaha County,South Dakota,Congressional district (at large),Human services,$100K to $499K,125600,0.431038691163374,0.15484601598663,0
EIN-22-2328476,Mid-Atlantic,Washington County,New York,21st Congressional district,Human services,$100K to $499K,24682,-0.0100174201003812,-0.0951585919039652,1
EIN-23-2751294,Mid-Atlantic,Delaware County,Pennsylvania,5th Congressional district,Environment and animals,Less than $100K,2362,0.0222414789139226,-0.66002310803004,1
EIN-27-3218487,East South Central,Hamblen County,Tennessee,1st Congressional district,Human services,Less than $100K,14350,-0.617273283651942,-0.875580516254455,1
EIN-04-3184824,New England,Suffolk County,Massachusetts,8th Congressional district,Human services,$100K to $499K,70031,-0.533725147335017,-1.10064924551519,1
EIN-91-1497667,Pacific,Snohomish County,Washington,2nd Congressional district,Human services,$10M or more,11141525,-0.0474533355318545,-0.91483572048824,1
EIN-66-0430826,Unmapped,Patillas Municipio,Other/unmapped jurisdictions,Resident commissioner district (at large),Health,$10M or more,7347719,0.116167808249233,-0.100217388858775,1
EIN-63-0964639,East South Central,Jefferson County,Alabama,7th Congressional district,"Public, societal benefit",$500K to $999K,350000,0.320784295096374,-0.0948778547082646,1
EIN-20-2250813,Mid-Atlantic,Erie County,New York,26th Congressional district,Human services,$1M to $4.9M,799867,-0.104184056590495,-0.758754701417054,1
EIN-36-4361499,East North Central,Henry County,Illinois,16th Congressional district,Human services,$500K to $999K,496988,0.220487304425418,-0.342287366252861,1
EIN-46-3231101,West South Central,Pulaski County,Arkansas,2nd Congressional district,Education,$5M to $9.9M,2626812,0.169386451313951,-0.130712804450607,1
EIN-47-0852944,West South Central,St. Charles Parish,Louisiana,2nd Congressional district,Health,$10M or more,13213878,0.0223740209978317,-0.226859123559236,1
EIN-87-0482464,Mountain,Summit County,Utah,3rd Congressional district,Environment and animals,$1M to $4.9M,332861,0.019059608064586,-0.175924569947713,1
EIN-52-0591546,South Atlantic,Baltimore city,Maryland,2nd Congressional district,Unclassified,$5M to $9.9M,6127727,-0.0168247584663514,-0.753819995566767,1
EIN-48-0686224,West North Central,Johnson County,Kansas,3rd Congressional district,Education,$1M to $4.9M,169400,0.122266861755606,0.0253327603501759,0
EIN-84-2847366,West North Central,Dubuque County,Iowa,2nd Congressional district,"Public, societal benefit",$500K to $999K,537078,0.0804673378086015,-0.715943550527675,1
EIN-58-2099333,East South Central,Jefferson County,Alabama,7th Congressional district,Human services,$100K to $499K,171280,-0.157171417866265,-0.647059328263226,1
EIN-92-0072423,Pacific,Fairbanks North Star Borough,Alaska,Congressional district (at large),Unclassified,$100K to $499K,30425,-0.367324011531318,-0.452562188148742,1
EIN-59-3282809,South Atlantic,Walton County,Florida,1st Congressional district,Unclassified,$1M to $4.9M,4684882,0.0250649056438123,-0.89303679240698,1
EIN-20-1720790,East South Central,Christian County,Kentucky,1st Congressional district,Human services,Less than $100K,119903,0.0895923229054297,-1.25775350593312,1
EIN-27-0353666,Mid-Atlantic,Kings County,New York,10th Congressional district,"Arts, culture, and humanities",$500K to $999K,86740,0.0106451704037141,-0.152723916789875,1
EIN-43-1747502,West North Central,Jackson County,Missouri,5th Congressional district,Health,$10M or more,611097,0.0120151475875561,0.00966976689699165,0
EIN-06-1290332,New England,Northwest Hills Planning Region,Connecticut,5th Congressional district,Human services,$100K to $499K,133020,0.106749858196256,-0.611830483753343,1
EIN-23-2289212,Mid-Atlantic,Montgomery County,Pennsylvania,4th Congressional district,Human services,Less than $100K,53650,0.065070102124082,-0.598241883237309,1
EIN-91-0824953,Pacific,King County,Washington,9th Congressional district,Unclassified,$1M to $4.9M,1316961,0.104914363443525,-0.506906533576582,1
EIN-81-0252165,Mountain,Gallatin County,Montana,1st Congressional district,Education,$1M to $4.9M,144442,0.0935059735669054,0.0582450846845263,0
EIN-23-7166010,East North Central,Boone County,Illinois,11th Congressional district,Human services,$1M to $4.9M,115269,0.212711057016347,0.164332570876965,0
EIN-22-3480748,Mid-Atlantic,Ocean County,New Jersey,4th Congressional district,Human services,$1M to $4.9M,3014803,0.218918450061248,-0.781081549938752,1
EIN-41-1986433,West North Central,Ramsey County,Minnesota,4th Congressional district,Unclassified,$500K to $999K,28000,0.370344171153448,0.345272515466078,0
EIN-11-2510677,Mid-Atlantic,Nassau County,New York,4th Congressional district,Unclassified,$1M to $4.9M,297600,0.0528732695938524,-0.0853502149291582,1
EIN-61-1533617,South Atlantic,Nash County,North Carolina,1st Congressional district,Human services,$500K to $999K,614920,-0.0179495699043822,-0.774671736749486,1
EIN-26-4436314,East South Central,Shelby County,Kentucky,4th Congressional district,Human services,$100K to $499K,60285,0.140984193492356,0.0341334070663136,0
EIN-04-3019658,New England,Essex County,Massachusetts,6th Congressional district,Human services,$10M or more,1033536,0.124312847061066,0.0848448336737991,0
EIN-54-0659912,South Atlantic,Newport News city,Virginia,3rd Congressional district,Education,$10M or more,148666,0.140757291429299,0.131816431453838,0
EIN-62-1739593,East South Central,Greene County,Tennessee,1st Congressional district,Education,$500K to $999K,552640,-0.0616115401835684,-1.02814388851578,1
EIN-76-0604071,West South Central,Harris County,Texas,38th Congressional district,Unclassified,$500K to $999K,97907,0.0836545733565361,-0.0601243841369841,1
EIN-03-0200366,New England,Rutland County,Vermont,Congressional district (at large),Health,$5M to $9.9M,96000,0.508314426301672,0.49929243124159,0
EIN-34-0971828,East North Central,Cuyahoga County,Ohio,11th Congressional district,"Arts, culture, and humanities",$100K to $499K,39350,-0.434737306135535,-0.631857892838537,1
EIN-31-1254021,East North Central,Montgomery County,Ohio,10th Congressional district,Unclassified,$1M to $4.9M,926056,0.0925540649829301,-0.724169589555036,1
EIN-23-7412338,East North Central,Montgomery County,Ohio,10th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,349545,-0.165849319484289,-0.401575079273235,1
EIN-41-2127333,Pacific,King County,Washington,7th Congressional district,Unclassified,$500K to $999K,63476,-0.18980183988853,-0.315435192222433,1
EIN-91-0662879,Pacific,Whatcom County,Washington,2nd Congressional district,Unclassified,$10M or more,1469753,0.0192870758658282,-0.0770495254657805,1
EIN-02-0362579,New England,Strafford County,New Hampshire,1st Congressional district,Unclassified,$5M to $9.9M,7000953,0.0815775908883101,-0.829257424441559,1
EIN-47-2032960,East North Central,Wood County,Ohio,5th Congressional district,Human services,$100K to $499K,40977,0.410926038539014,0.21624985747406,0
EIN-27-1481997,West North Central,Buchanan County,Missouri,6th Congressional district,Education,$500K to $999K,431111,0.638967969442973,0.444462441223472,0
EIN-36-2957357,South Atlantic,Loudoun County,Virginia,10th Congressional district,Human services,$1M to $4.9M,101435,-0.192254095850283,-0.237939445911716,1
EIN-41-1889344,West North Central,Hennepin County,Minnesota,5th Congressional district,Health,$100K to $499K,125261,-0.11547416112276,-0.745347392981239,1
EIN-72-1306663,West South Central,Orleans Parish,Louisiana,2nd Congressional district,Human services,$500K to $999K,397009,-0.255322582419799,-0.983354666451502,1
EIN-31-1764449,South Atlantic,Guilford County,North Carolina,6th Congressional district,Human services,$1M to $4.9M,68420,0.694680109836537,0.681224878372928,0
EIN-31-1418241,East North Central,Butler County,Ohio,8th Congressional district,Environment and animals,$100K to $499K,72456,0.0556245470227474,-0.0979236158498595,1
EIN-77-0373776,Pacific,Santa Clara County,California,16th Congressional district,Unclassified,$100K to $499K,29678,0.272994398319496,0.0874512353706112,0
EIN-94-6104204,Pacific,Contra Costa County,California,8th Congressional district,Unclassified,$1M to $4.9M,280000,-0.295490465752497,-0.574342432206605,1
EIN-41-1645173,Mountain,Clark County,Nevada,3rd Congressional district,Unclassified,Less than $100K,17086,-2.91500904159132,-3.63354220110181,1
EIN-52-0857891,South Atlantic,Baltimore County,Maryland,2nd Congressional district,Human services,$500K to $999K,292201,0.177237077749645,-0.206696878477829,1
EIN-45-3316578,South Atlantic,Danville city,Virginia,5th Congressional district,Human services,$500K to $999K,375113,0.28878272450944,-0.161710927845452,1
EIN-23-7109855,West North Central,Brown County,Minnesota,1st Congressional district,Unclassified,$100K to $499K,105115,-0.251775412267155,-0.574512049468988,1
EIN-93-0505325,Pacific,Union County,Oregon,2nd Congressional district,Unclassified,$10M or more,222309,0.0661320565894688,0.0646515871564786,0
EIN-26-2391169,Mid-Atlantic,New York County,New York,12th Congressional district,Education,$10M or more,2920878,0.0520121590674451,-0.090770359750718,1
EIN-45-4570642,West North Central,Polk County,Iowa,3rd Congressional district,Health,$1M to $4.9M,1041425,0.0514316775555146,-0.552719543422544,1
EIN-23-2622102,Mid-Atlantic,Berks County,Pennsylvania,6th Congressional district,Human services,$1M to $4.9M,1023261,0.249091122560184,0.037205529818034,0
EIN-31-1459482,East North Central,Montgomery County,Ohio,10th Congressional district,"Arts, culture, and humanities",$500K to $999K,83189,-0.148029815184113,-0.246251554104075,1
EIN-23-7355562,Pacific,Multnomah County,Oregon,1st Congressional district,"Arts, culture, and humanities",$1M to $4.9M,41063,0.00956217825274991,-0.0091052994306517,1
EIN-27-3057151,New England,Suffolk County,Massachusetts,7th Congressional district,Education,$500K to $999K,128050,0.151041005216119,-0.0448886161906263,1
EIN-45-1217552,Mountain,Box Elder County,Utah,1st Congressional district,Education,$1M to $4.9M,4672885,-0.0225245134386869,-0.994448064663938,1
EIN-26-2367774,East North Central,Cuyahoga County,Ohio,11th Congressional district,Education,$10M or more,12724436,0.243226377978494,-0.665891589896676,1
EIN-46-3600343,Mid-Atlantic,Monroe County,New York,25th Congressional district,"Public, societal benefit",$500K to $999K,71510,-1.18243105498613,-1.38490571380033,1
EIN-51-0344637,South Atlantic,New Castle County,Delaware,Congressional district (at large),"Public, societal benefit",$5M to $9.9M,79915,-0.226164239600201,-0.241520640105273,1
EIN-71-0416869,West South Central,Washington County,Arkansas,3rd Congressional district,Unclassified,$10M or more,8941526,-0.112849481818947,-0.3907036478201,1
EIN-20-3310936,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),Human services,$500K to $999K,644158,0.0574834936345618,-0.595230278490453,1
EIN-41-0836940,West North Central,Rock County,Minnesota,1st Congressional district,Health,$1M to $4.9M,248122,-0.00541540162993018,-0.0647599950060248,1
EIN-27-2817656,Mountain,Valencia County,New Mexico,1st Congressional district,Human services,$1M to $4.9M,1586529,0.135552519935017,-0.752298773707547,1
EIN-27-5361551,East North Central,Cook County,Illinois,5th Congressional district,"International, foreign affairs",$100K to $499K,14505,0.239676461394186,0.182998593310409,0
EIN-35-1544207,East North Central,Jefferson County,Indiana,9th Congressional district,Human services,Less than $100K,88632,0.304904854612824,-0.490279111079212,1
EIN-23-7306996,East North Central,Cook County,Illinois,7th Congressional district,Unclassified,$1M to $4.9M,23800,-0.0146145978212046,-0.0360814513757728,1
EIN-52-1427774,South Atlantic,Baltimore city,Maryland,2nd Congressional district,"Public, societal benefit",$5M to $9.9M,3575483,-0.155378926739706,-0.886414290781918,1
EIN-45-2655955,Pacific,San Diego County,California,52nd Congressional district,Human services,$100K to $499K,28800,0.34715411253399,0.280219397122737,0
EIN-56-1934310,South Atlantic,Wake County,North Carolina,2nd Congressional district,Human services,$1M to $4.9M,96385,0.083189481474593,0.0365054363409512,0
EIN-72-0742247,West South Central,Vermilion Parish,Louisiana,3rd Congressional district,Unclassified,$100K to $499K,385266,-0.0760512683318336,-1.01305056302746,1
EIN-22-3313394,Mid-Atlantic,Morris County,New Jersey,7th Congressional district,Human services,Less than $100K,10000,0.0661764705882353,-0.86457557706627,1
EIN-34-1615697,East North Central,Franklin County,Ohio,3rd Congressional district,Human services,$100K to $499K,237902,0.137158033173475,-0.537144428194052,1
EIN-72-0655005,West South Central,Calcasieu Parish,Louisiana,3rd Congressional district,Unclassified,$500K to $999K,43621,0.0633191748920351,-0.00126137943388936,1
EIN-71-0583459,West South Central,Independence County,Arkansas,1st Congressional district,Health,$5M to $9.9M,2746950,0.215785196319792,-0.0519581685045808,1
EIN-27-0373254,South Atlantic,Flagler County,Florida,6th Congressional district,Education,$500K to $999K,69181,-0.0255836138102392,-0.135208883987146,1
EIN-20-2314965,South Atlantic,Prince George's County,Maryland,5th Congressional district,Human services,$500K to $999K,45000,-0.117271593742915,-0.168280435275448,1
EIN-34-1544215,East North Central,Franklin County,Ohio,3rd Congressional district,Human services,$500K to $999K,197774,0.0629717162330749,-0.298805137979856,1
EIN-94-1713704,Pacific,Sacramento County,California,6th Congressional district,Health,$10M or more,21487076,0.0359630494895963,-0.121413380804739,1
EIN-54-0505987,South Atlantic,Montgomery County,Virginia,9th Congressional district,Unclassified,$1M to $4.9M,139742,-0.0939116927340537,-0.222659647390067,1
EIN-47-2984770,South Atlantic,Baltimore city,Maryland,7th Congressional district,Human services,$100K to $499K,38000,0.236624727769449,0.073393786055782,0
EIN-59-1297932,South Atlantic,Broward County,Florida,25th Congressional district,Unclassified,$1M to $4.9M,1526136,-0.0102531035788392,-0.963795485260461,1
EIN-94-3054146,Pacific,Butte County,California,1st Congressional district,"Arts, culture, and humanities",$100K to $499K,74463,0.153766058544025,0.0172629348272423,0
EIN-26-3468420,Mountain,Pitkin County,Colorado,3rd Congressional district,Education,$500K to $999K,72463,0.187392340995546,0.11473767799455,0
EIN-35-2399693,New England,Cumberland County,Maine,1st Congressional district,"Arts, culture, and humanities",$500K to $999K,242519,0.0843886529055481,-0.198308380232108,1
EIN-87-2782692,New England,Providence County,Rhode Island,2nd Congressional district,Education,Less than $100K,1050,0.634565136244867,0.629339305711086,0
EIN-81-3603512,South Atlantic,Muscogee County,Georgia,2nd Congressional district,Human services,$1M to $4.9M,350000,0,-0.126944886333549,1
EIN-81-4090038,Mountain,Salt Lake County,Utah,4th Congressional district,Education,$1M to $4.9M,4166723,-0.0863599749601849,-1.04531193902069,1
EIN-81-0386386,Mountain,Sanders County,Montana,1st Congressional district,Human services,$500K to $999K,498748,0.0262355737075038,-0.68351382504874,1
EIN-84-1484574,Mountain,Adams County,Colorado,8th Congressional district,Education,$10M or more,2433433,0.156629388970725,0.0597437035311156,0
EIN-11-2554602,Mid-Atlantic,Suffolk County,New York,1st Congressional district,Human services,Less than $100K,1900,-0.28892775460783,-0.314489438988295,1
EIN-39-0867186,East North Central,Dane County,Wisconsin,2nd Congressional district,Religion-related,$1M to $4.9M,85451,-0.135180112793039,-0.171018136050365,1
EIN-75-2408749,West South Central,Lubbock County,Texas,19th Congressional district,Human services,$500K to $999K,565985,0.374616527229757,-0.0381048150397893,1
EIN-04-2938967,New England,Worcester County,Massachusetts,2nd Congressional district,Environment and animals,$1M to $4.9M,53855,0.31871317244676,0.292603606809479,0
EIN-22-2526956,Mid-Atlantic,Oswego County,New York,24th Congressional district,Environment and animals,Less than $100K,39104,0.139212639212639,-0.704782871449538,1
EIN-04-2104058,New England,Bristol County,Massachusetts,4th Congressional district,Human services,$10M or more,3246256,0.0372850679328726,-0.0962663794865027,1
EIN-94-3062436,Pacific,Contra Costa County,California,10th Congressional district,Health,$10M or more,6483817,0.0558743047369286,0.0087488873356024,0
EIN-20-3798134,Pacific,Los Angeles County,California,34th Congressional district,Education,$500K to $999K,464288,0.280278231643586,-0.152223487043244,1
EIN-26-2059154,Mid-Atlantic,Delaware County,Pennsylvania,5th Congressional district,"Arts, culture, and humanities",$500K to $999K,10000,0.228983845078674,0.220120663355973,0
EIN-48-0643930,West North Central,Harvey County,Kansas,4th Congressional district,Human services,Less than $100K,744752,0.959764593159597,0.466961256067801,0
EIN-46-1517800,Pacific,Fresno County,California,21st Congressional district,"Public, societal benefit",$1M to $4.9M,302500,0.419163486856524,0.370235036102727,0
EIN-46-2703132,Mountain,Douglas County,Colorado,4th Congressional district,Human services,Less than $100K,2400,0.914383839734802,0.908651894169178,0
EIN-23-7136034,East North Central,Cook County,Illinois,5th Congressional district,Human services,$1M to $4.9M,307292,0.243604580448058,0.0859011066217168,0
EIN-26-4430860,West South Central,Dallas County,Texas,30th Congressional district,Human services,$5M to $9.9M,63417,0.19861426071613,0.190612273121185,0
EIN-22-2361362,Mid-Atlantic,Steuben County,New York,23rd Congressional district,Human services,$1M to $4.9M,135154,-0.00328864259574603,-0.0436512653150939,1
EIN-48-1234465,West North Central,Shawnee County,Kansas,2nd Congressional district,Human services,$100K to $499K,206285,0.0869246499751142,-0.471072904719656,1
EIN-27-0226465,South Atlantic,Orange County,Florida,10th Congressional district,Religion-related,$500K to $999K,88205,-0.0156877036888096,-0.138850489970202,1
EIN-41-2071791,New England,Windsor County,Vermont,Congressional district (at large),Universities,$1M to $4.9M,56250,0.196619757607464,0.157383555671811,0
EIN-01-0509638,New England,Oxford County,Maine,2nd Congressional district,Environment and animals,$100K to $499K,19500,0.115510233882548,0.0205943196475942,0
EIN-52-1667199,South Atlantic,Charles County,Maryland,5th Congressional district,Education,$100K to $499K,157175,0,-0.526782362719863,1
EIN-56-2468311,East North Central,Hamilton County,Ohio,1st Congressional district,Education,$1M to $4.9M,1385383,0.224331480760381,-0.7565053630217,1
EIN-02-0620399,New England,Naugatuck Valley Planning Region,Connecticut,5th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,844332,0.0193376673675347,-0.154234481885288,1
EIN-59-0722785,South Atlantic,Volusia County,Florida,6th Congressional district,Unclassified,$10M or more,7791155,0.0922898892260247,-0.421379605346698,1
EIN-83-0260246,Mountain,Washakie County,Wyoming,Congressional district (at large),Unclassified,$100K to $499K,188499,0.065524702330011,-0.761758677743984,1
EIN-39-0806446,East North Central,Jefferson County,Wisconsin,5th Congressional district,Human services,$10M or more,729223,-0.166897501064576,-0.174689462928506,1
EIN-31-1118087,East South Central,Warren County,Kentucky,2nd Congressional district,Hospitals,$10M or more,717657,0.00853353788744685,0.00279127933504166,0
EIN-04-3272663,New England,Norfolk County,Massachusetts,4th Congressional district,Unclassified,$500K to $999K,635833,0.505473067792244,0.189285795981776,0
EIN-65-0363222,South Atlantic,Indian River County,Florida,8th Congressional district,Unclassified,$1M to $4.9M,1227992,0.150164423777269,-0.210198030436153,1
EIN-04-3237106,New England,Middlesex County,Massachusetts,4th Congressional district,Unclassified,$1M to $4.9M,3234807,0.0884072358160456,-0.505057039263994,1
EIN-47-5106845,Mountain,Goshen County,Wyoming,Congressional district (at large),Human services,$500K to $999K,721574,-0.0462555232353326,-0.954096756011394,1
EIN-13-4218080,West North Central,Callaway County,Missouri,3rd Congressional district,Human services,$100K to $499K,86693,-0.513971530574881,-1.00997230867814,1
EIN-23-1443766,Mid-Atlantic,Chester County,Pennsylvania,6th Congressional district,Unclassified,$10M or more,870635,0.176736176710006,0.122486651888326,0
EIN-73-0766287,West South Central,Oklahoma County,Oklahoma,5th Congressional district,Unclassified,$1M to $4.9M,295899,-0.0685442809842801,-0.359954973498181,1
EIN-23-2473518,Mid-Atlantic,Montgomery County,Pennsylvania,4th Congressional district,Religion-related,$1M to $4.9M,178664,0.146686080096589,0.0433754850707216,0
EIN-61-1632107,Mid-Atlantic,New York County,New York,12th Congressional district,"Arts, culture, and humanities",$500K to $999K,99747,0.117066059990732,-0.0325238488729055,1
EIN-54-1464790,South Atlantic,Wise County,Virginia,9th Congressional district,Human services,$500K to $999K,533949,0.173517687711775,-0.640719402957762,1
EIN-81-3148063,West South Central,Washington County,Arkansas,3rd Congressional district,"Public, societal benefit",$500K to $999K,152595,0.0124584223447833,-0.158842078439341,1
EIN-71-0508299,West South Central,Craighead County,Arkansas,1st Congressional district,Human services,$10M or more,4726706,-0.000821227650573351,-0.466699967848721,1
EIN-45-3339807,South Atlantic,Dixie County,Florida,3rd Congressional district,Health,$100K to $499K,458233,0.0747356199561893,-0.798872893586437,1
EIN-95-4198493,Pacific,Los Angeles County,California,42nd Congressional district,Unclassified,$500K to $999K,774766,0.0202179357644313,-0.789299853406905,1
EIN-41-1815981,West North Central,Hennepin County,Minnesota,5th Congressional district,Education,$1M to $4.9M,112227,0.022709692684303,-0.0623981908688016,1
EIN-03-0472883,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),Human services,$1M to $4.9M,1318563,-0.162656396199148,-0.981876741963823,1
EIN-77-0280511,Pacific,Santa Clara County,California,16th Congressional district,Unclassified,$1M to $4.9M,521239,0.0916343645266698,-0.0270902927760586,1
EIN-27-0405207,East South Central,Jefferson County,Kentucky,3rd Congressional district,Education,$100K to $499K,1e+05,0.215512560774398,0.0398005317046,0
EIN-95-4262689,Pacific,Los Angeles County,California,32nd Congressional district,Human services,$100K to $499K,43335,-0.341150448038809,-0.885772097173522,1
EIN-23-1668903,Mid-Atlantic,York County,Pennsylvania,10th Congressional district,Human services,Less than $100K,6500,-0.496440093447547,-0.61695776319205,1
EIN-22-2558708,New England,Windsor County,Vermont,Congressional district (at large),Unclassified,$5M to $9.9M,7256367,0.171652171141801,-0.666229310651018,1
EIN-06-6088826,New England,South Central Connecticut Planning Region,Connecticut,3rd Congressional district,"Arts, culture, and humanities",$500K to $999K,88706,-0.282539446287851,-0.426049029394016,1
EIN-27-1743271,New England,Providence County,Rhode Island,2nd Congressional district,Human services,$100K to $499K,407532,0.0614765256898677,-0.78553153636237,1
EIN-47-0838482,West North Central,Douglas County,Nebraska,2nd Congressional district,Human services,$100K to $499K,75523,0.617639265262986,0.559464368520867,0
EIN-84-4341141,West North Central,Humboldt County,Iowa,4th Congressional district,Health,$1M to $4.9M,7191,0.00548373017683904,0.00127659225924067,0
EIN-23-7124716,South Atlantic,Wood County,West Virginia,2nd Congressional district,Human services,$100K to $499K,7033,0.0363039725768379,0.0220048104390186,0
EIN-46-1623407,Pacific,King County,Washington,1st Congressional district,"Arts, culture, and humanities",$500K to $999K,30000,-0.0701154231860826,-0.128194852613768,1
EIN-31-6049796,East North Central,Fairfield County,Ohio,12th Congressional district,"Arts, culture, and humanities",$100K to $499K,53788,-0.278978294493329,-0.478005875953732,1
EIN-25-0983071,Mid-Atlantic,Westmoreland County,Pennsylvania,14th Congressional district,Education,Less than $100K,68580,0.080033012628461,-0.695311528416864,1
EIN-16-1475736,Mid-Atlantic,Erie County,New York,26th Congressional district,"Arts, culture, and humanities",$500K to $999K,185000,0.161875120186316,-0.101644504903602,1
EIN-94-3241155,Pacific,Contra Costa County,California,8th Congressional district,Human services,$1M to $4.9M,1460903,0.0871755166220211,-0.558807844996149,1
EIN-54-0506332,South Atlantic,Roanoke city,Virginia,6th Congressional district,Hospitals,$10M or more,16564595,-0.0153456070528886,-0.0248500693937389,1
EIN-56-1150515,South Atlantic,Onslow County,North Carolina,3rd Congressional district,Unclassified,$100K to $499K,349203,0.355600298622265,-0.434398117774812,1
EIN-31-4379475,East North Central,Franklin County,Ohio,15th Congressional district,Unclassified,$5M to $9.9M,750410,0.229678878399023,0.153419954755403,0
EIN-65-1134780,South Atlantic,Miami-Dade County,Florida,24th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,20000,0.245390720648967,0.233304770203781,0
EIN-59-3254198,South Atlantic,Okaloosa County,Florida,1st Congressional district,Health,$500K to $999K,937457,-0.0145472162304448,-0.974723917331908,1
EIN-27-0715942,Pacific,San Joaquin County,California,9th Congressional district,Environment and animals,$100K to $499K,75038,-0.812509455575007,-1.62339795543452,1
EIN-88-0139672,Mountain,Washoe County,Nevada,2nd Congressional district,"Arts, culture, and humanities",$1M to $4.9M,2667706,0.15857456442714,-0.675477389479845,1
EIN-20-5022110,East North Central,Muskingum County,Ohio,12th Congressional district,Human services,$100K to $499K,296048,0.215750844193899,-0.47273928129564,1
EIN-41-1594892,West North Central,Clay County,Minnesota,7th Congressional district,Religion-related,$5M to $9.9M,1602553,-0.124079487031367,-0.388577370293042,1
EIN-26-3746691,East North Central,Ingham County,Michigan,7th Congressional district,Human services,$500K to $999K,324856,0.23839491781629,-0.0542486356765405,1
EIN-22-3646307,Mid-Atlantic,Bergen County,New Jersey,5th Congressional district,Human services,$500K to $999K,90025,-0.156724899013865,-0.336217037447613,1
EIN-26-2568760,Mid-Atlantic,Wayne County,New York,24th Congressional district,Human services,$500K to $999K,33000,-0.00833144991954443,-0.0720777627748577,1
EIN-22-1568147,Mid-Atlantic,Essex County,New Jersey,11th Congressional district,Health,$10M or more,12716905,0.125922408166508,-0.459047241677529,1
EIN-81-1807730,New England,Capitol Planning Region,Connecticut,1st Congressional district,Health,$10M or more,76000,-0.260770270995117,-0.261783075306998,1
EIN-25-1154717,Mid-Atlantic,Blair County,Pennsylvania,13th Congressional district,Education,$100K to $499K,94151,-0.160476996484563,-0.881570381489963,1
EIN-80-0257191,Pacific,Santa Clara County,California,16th Congressional district,Education,$100K to $499K,83114,0.32058243799743,0.196660792189629,0
EIN-41-1227369,West North Central,Isanti County,Minnesota,8th Congressional district,Environment and animals,Less than $100K,16145,0.443251320544899,0.162722407561857,0
EIN-38-2317342,East North Central,St. Clair County,Michigan,9th Congressional district,Unclassified,$10M or more,125902,0.0625519712356752,0.0519566347086434,0
EIN-59-2690657,South Atlantic,Miami-Dade County,Florida,24th Congressional district,Human services,$500K to $999K,700614,0.045378526183053,-0.890502982845632,1
EIN-92-0077310,Pacific,Juneau City and Borough,Alaska,Congressional district (at large),Human services,$100K to $499K,30000,-0.0649470537668021,-0.211477219443576,1
EIN-93-0828687,East North Central,Milwaukee County,Wisconsin,4th Congressional district,"Public, societal benefit",$10M or more,20716500,0.00138112322804505,-0.944283847481744,1
EIN-84-2902432,West South Central,Orleans Parish,Louisiana,2nd Congressional district,Education,$10M or more,22864562,0.171824483210359,-0.680459291534161,1
EIN-93-0643830,Pacific,Union County,Oregon,2nd Congressional district,Human services,$100K to $499K,187251,0.527024293734416,0.208754786764818,0
EIN-64-0721801,East South Central,Rankin County,Mississippi,3rd Congressional district,Unclassified,$500K to $999K,648641,0.146743525507586,-0.608007111847533,1
EIN-54-1549104,South Atlantic,Wythe County,Virginia,9th Congressional district,Unclassified,$100K to $499K,18500,0.116635360413243,-0.0384983061080737,1
EIN-34-1056264,East North Central,Allen County,Ohio,4th Congressional district,Unclassified,$1M to $4.9M,2817343,-0.0269018673948474,-0.822975557268508,1
EIN-93-1222522,Pacific,Multnomah County,Oregon,3rd Congressional district,Human services,$1M to $4.9M,698107,0.0514232979241824,-0.571649533302512,1
EIN-39-1333300,East North Central,Oneida County,Wisconsin,7th Congressional district,Education,$1M to $4.9M,4759232,-0.00417726872563513,-0.999152044344569,1
EIN-16-1125061,Mid-Atlantic,Jefferson County,New York,24th Congressional district,Environment and animals,$500K to $999K,11500,-0.197955385900036,-0.225391864487654,1
EIN-54-1083985,South Atlantic,Norfolk city,Virginia,3rd Congressional district,Unclassified,$1M to $4.9M,730764,-0.102815517815518,-0.508389943389943,1
EIN-56-1644218,South Atlantic,Lee County,North Carolina,13th Congressional district,Education,$1M to $4.9M,86220,0.113975687527602,0.0557537852339748,0
EIN-26-1474452,Mountain,Maricopa County,Arizona,4th Congressional district,Education,$1M to $4.9M,375310,0.0255909450129392,-0.0558483017993406,1
EIN-99-0198132,Pacific,Honolulu County,Hawaii,1st Congressional district,Unclassified,$1M to $4.9M,565614,-0.240309440810729,-0.487420829978378,1
